@id,http://id.worldcat.org/fast/29048,prop,http://id.loc.gov/authorities/names/n78095332,http://viaf.org/viaf/96994048,ulan:500272240,wd:Q692,http://dbpedia.org/resource/William_Shakespeare_x,bn:s00008556n,http://dbpedia.org/resource/William_Shakespeare_y
226,,"[William Shakespeare (1564-1616) was an English poet, playwright, and actor.]","[William Shakespeare (1564-1616) was an English poet, playwright, and actor.]",,,,,,
227,,https://id.loc.gov/authorities/subjects/sh85120820,https://id.loc.gov/authorities/subjects/sh85120820,,,,,,
228,,"Шекспир, Вильям, 1564-1616","Шекспир, Вильям, 1564-1616",,,,,,
229,,"Шекспир, Уильям, 1564-1616","Шекспир, Уильям, 1564-1616",,,,,,
230,,"Шекспир, Уйлям, 1564-1616","Шекспир, Уйлям, 1564-1616",,,,,,
231,,"שייקספיר, וו., 1564-1616","שייקספיר, וו., 1564-1616",,,,,,
232,,"שייקספיר, וויליאם, 1564-1616","שייקספיר, וויליאם, 1564-1616",,,,,,
233,,"שיקספיר, ויליאם, 1564-1616","שיקספיר, ויליאם, 1564-1616",,,,,,
234,,"שכספיר, ויליאם, 1564-1616","שכספיר, ויליאם, 1564-1616",,,,,,
235,,"שכספיר, וילים, 1564-1616","שכספיר, וילים, 1564-1616",,,,,,
236,,"שכספיר, ו׳, 1564-1616","שכספיר, ו׳, 1564-1616",,,,,,
237,,"שעפקספיר, וויליאם, 1564-1616","שעפקספיר, וויליאם, 1564-1616",,,,,,
238,,"שעקספיער, וו, 1564-1616","שעקספיער, וו, 1564-1616",,,,,,
239,,"שעקספיער, וויליאם, 1564-1616","שעקספיער, וויליאם, 1564-1616",,,,,,
240,,"שעקספיער, ווילליאם, 1564-1616","שעקספיער, ווילליאם, 1564-1616",,,,,,
241,,"שעקספיר, 1564-1616","שעקספיר, 1564-1616",,,,,,
242,,"שעקספיר, וו, 1564-1616","שעקספיר, וו, 1564-1616",,,,,,
243,,"שעקספיר, ווילליאם, 1564-1616","שעקספיר, ווילליאם, 1564-1616",,,,,,
244,,"שעקספיר, װיליאם, 1564-1616","שעקספיר, װיליאם, 1564-1616",,,,,,
245,,"שעקספער, 1564-1616","שעקספער, 1564-1616",,,,,,
246,,"שעקספער, וויליאמ, 1564-1616","שעקספער, וויליאמ, 1564-1616",,,,,,
247,,"שקספיר, 1564-1616","שקספיר, 1564-1616",,,,,,
248,,"שקספיר, וו, 1564-1616","שקספיר, וו, 1564-1616",,,,,,
249,,"שקספיר, וויליאם, 1564-1616","שקספיר, וויליאם, 1564-1616",,,,,,
250,,"שקספיר, ווילים, 1564-1616","שקספיר, ווילים, 1564-1616",,,,,,
251,,"שקספיר, וילאם, 1564-1616","שקספיר, וילאם, 1564-1616",,,,,,
252,,"שקספיר, ויליאם, 1564-1616","שקספיר, ויליאם, 1564-1616",,,,,,
253,,"שקספיר, ויליים, 1564-1616","שקספיר, ויליים, 1564-1616",,,,,,
254,,"שקספיר, וילים, 1564-1616","שקספיר, וילים, 1564-1616",,,,,,
255,,"شاكسبير، وليم, 1564-1616","شاكسبير، وليم, 1564-1616",,,,,,
256,,"شاكسپير، وليم, 1564-1616","شاكسپير، وليم, 1564-1616",,,,,,
257,,"شكسبير، و., 1564-1616","شكسبير، و., 1564-1616",,,,,,
258,,"شكسبير، وليام, 1564-1616","شكسبير، وليام, 1564-1616",,,,,,
259,,"شكسبير، وليم, 1564-1616","شكسبير، وليم, 1564-1616",,,,,,
260,,"شكسپير، وليم, 1564-1616","شكسپير، وليم, 1564-1616",,,,,,
261,,"شكسپير، ويليام, 1564-1616","شكسپير، ويليام, 1564-1616",,,,,,
262,,"شيكسبير، وليام, 1564-1616","شيكسبير، وليام, 1564-1616",,,,,,
263,,"شيكسبير، وليم, 1564-1616","شيكسبير، وليم, 1564-1616",,,,,,
264,,"شيکسپيئر، وليم, 1564-1616","شيکسپيئر، وليم, 1564-1616",,,,,,
265,,"وليم شيکسپيئر, 1564-1616","وليم شيکسپيئر, 1564-1616",,,,,,
266,,"وليم شکسبير, 1564-1616","وليم شکسبير, 1564-1616",,,,,,
267,,"沙士北亞威廉姆, 1564-1616","沙士北亞威廉姆, 1564-1616",,,,,,
268,,"沙士比亞威廉姆, 1564-1616","沙士比亞威廉姆, 1564-1616",,,,,,
269,,"莎士比亞, 1564-1616","莎士比亞, 1564-1616",,,,,,
270,,"莎士比亞威廉, 1564-1616","莎士比亞威廉, 1564-1616",,,,,,
271,,"莎士比亞威廉姆, 1564-1616","莎士比亞威廉姆, 1564-1616",,,,,,
272,,N2dd0a2be3b294f519fb215cae60ecc24,N2dd0a2be3b294f519fb215cae60ecc24,,,,,,
273,,Nbe76900bf57d470f94478ba56a7e58a9,Nbe76900bf57d470f94478ba56a7e58a9,,,,,,
274,,N03c7833785fb41218dc3e2b009bafda4,N03c7833785fb41218dc3e2b009bafda4,,,,,,
275,,N048e09d0c5f1494cb9c1a9dfd0cbb3d4,N048e09d0c5f1494cb9c1a9dfd0cbb3d4,,,,,,
276,,N0b10a6248d6f433880820ea50b62270e,N0b10a6248d6f433880820ea50b62270e,,,,,,
277,,N1588c19206e04e5e99c411c26ed9d2e0,N1588c19206e04e5e99c411c26ed9d2e0,,,,,,
278,,N1776c38aa208430da37a0a2dcd7dd4ab,N1776c38aa208430da37a0a2dcd7dd4ab,,,,,,
279,,N180425e818cd4eeeaf70dd5197438b37,N180425e818cd4eeeaf70dd5197438b37,,,,,,
280,,N1a7090200e0641c6bd5e6745d9f8ba71,N1a7090200e0641c6bd5e6745d9f8ba71,,,,,,
281,,N1b1add77c4a041c4baa4b985d66a8e72,N1b1add77c4a041c4baa4b985d66a8e72,,,,,,
282,,N1d483620310d4a39ab6a852fdcba8fd5,N1d483620310d4a39ab6a852fdcba8fd5,,,,,,
283,,N1ff1a7a34cab4505a9713e8489f10f69,N1ff1a7a34cab4505a9713e8489f10f69,,,,,,
284,,N1ffdaf23790f435f91e2be2f8b27e592,N1ffdaf23790f435f91e2be2f8b27e592,,,,,,
285,,N2102efa1a2bd4932b1cfced19a4b7d66,N2102efa1a2bd4932b1cfced19a4b7d66,,,,,,
286,,N2bb81bb4df8145a093b4947a6a2456a8,N2bb81bb4df8145a093b4947a6a2456a8,,,,,,
287,,N2e7bbb5c4d6d473f9317c3abd208d807,N2e7bbb5c4d6d473f9317c3abd208d807,,,,,,
288,,N31eb1943f9d54c56a30240acae73fcfe,N31eb1943f9d54c56a30240acae73fcfe,,,,,,
289,,N34ebe5e3550246e3b9f4eb4e3016cd7d,N34ebe5e3550246e3b9f4eb4e3016cd7d,,,,,,
290,,N36232c05de754ae19a34a85e0fc1c4ad,N36232c05de754ae19a34a85e0fc1c4ad,,,,,,
291,,N36abfe821548411bb68912ac3de88474,N36abfe821548411bb68912ac3de88474,,,,,,
292,,N38757c32e025424299a78cbe52880a0c,N38757c32e025424299a78cbe52880a0c,,,,,,
293,,N3f6e6b23073045659127d4fc0ea69ac2,N3f6e6b23073045659127d4fc0ea69ac2,,,,,,
294,,N4663d9c4a145433f82ee07cc67169276,N4663d9c4a145433f82ee07cc67169276,,,,,,
295,,N4b9a84ace40247e6958a720afb783265,N4b9a84ace40247e6958a720afb783265,,,,,,
296,,N4c61d1e412c74320a9a17ab1fe616674,N4c61d1e412c74320a9a17ab1fe616674,,,,,,
297,,N4d7409a3725b41ea8de9c302625a2d20,N4d7409a3725b41ea8de9c302625a2d20,,,,,,
298,,N50658aa347104089a77544c26d6ad870,N50658aa347104089a77544c26d6ad870,,,,,,
299,,N51e0bca4a0f54615b2a1bb4307d197ee,N51e0bca4a0f54615b2a1bb4307d197ee,,,,,,
300,,N538e781bf9734665b66a7a5cdee858a1,N538e781bf9734665b66a7a5cdee858a1,,,,,,
301,,N58032f083f9f42f1890f44eb273c3f06,N58032f083f9f42f1890f44eb273c3f06,,,,,,
302,,N5ebbc701299e48d4bfb02ac74f768fdf,N5ebbc701299e48d4bfb02ac74f768fdf,,,,,,
303,,N6286c3d164bb4b56b02b376dc685a9c4,N6286c3d164bb4b56b02b376dc685a9c4,,,,,,
304,,N63cf9c9462324313b23d5bc19469592c,N63cf9c9462324313b23d5bc19469592c,,,,,,
305,,N65341f6822e04ea0afd239b685922a35,N65341f6822e04ea0afd239b685922a35,,,,,,
306,,N6592c26390f1470b940428e2172646ff,N6592c26390f1470b940428e2172646ff,,,,,,
307,,N6759e771db7a4b458a7e6c86faf86b06,N6759e771db7a4b458a7e6c86faf86b06,,,,,,
308,,N6ba4dfdb454e4f68a8d0ff4e04548652,N6ba4dfdb454e4f68a8d0ff4e04548652,,,,,,
309,,N6c1bbc78acb14cb1aae6d056abd59919,N6c1bbc78acb14cb1aae6d056abd59919,,,,,,
310,,N7154704b649a4557a1ad7c9f6c005a51,N7154704b649a4557a1ad7c9f6c005a51,,,,,,
311,,N752ec9ea5e694ceaa663701e51e710f2,N752ec9ea5e694ceaa663701e51e710f2,,,,,,
312,,N76195f192b8a4d92b3d82850ab0524ca,N76195f192b8a4d92b3d82850ab0524ca,,,,,,
313,,N89790c0bef0346c2b1d9a458c9cac958,N89790c0bef0346c2b1d9a458c9cac958,,,,,,
314,,N9bd82ec95eab4e6cbf1934e13e76c612,N9bd82ec95eab4e6cbf1934e13e76c612,,,,,,
315,,N9d156a87d39546d88a9d442ed254a0fa,N9d156a87d39546d88a9d442ed254a0fa,,,,,,
316,,N9f887232a4e94784a324d17101a061ab,N9f887232a4e94784a324d17101a061ab,,,,,,
317,,Na3d76ab6722e4fe795ebbc2ed9e262ab,Na3d76ab6722e4fe795ebbc2ed9e262ab,,,,,,
318,,Na69371b17b9945eaa108de1f9da71568,Na69371b17b9945eaa108de1f9da71568,,,,,,
319,,Na9934b0f7c594a9f935fbc9f63fd3a22,Na9934b0f7c594a9f935fbc9f63fd3a22,,,,,,
320,,Naa9b643f1bc74d51ace017bf52391e47,Naa9b643f1bc74d51ace017bf52391e47,,,,,,
321,,Nabb48d4df8c8477eaf5c3db625c92c38,Nabb48d4df8c8477eaf5c3db625c92c38,,,,,,
322,,Nadedefb2c870406abf63f6bc8a0547b5,Nadedefb2c870406abf63f6bc8a0547b5,,,,,,
323,,Nb36b2dc828e04ecb9a81ed503b267d1f,Nb36b2dc828e04ecb9a81ed503b267d1f,,,,,,
324,,Nb465881b45094fda9afbab150a05eaa0,Nb465881b45094fda9afbab150a05eaa0,,,,,,
325,,Nb4666833f8d045edbfabfd6a7fec521b,Nb4666833f8d045edbfabfd6a7fec521b,,,,,,
326,,Nb72212a25fdd4c5eb912b9edbcb1155b,Nb72212a25fdd4c5eb912b9edbcb1155b,,,,,,
327,,Nbe3682eb7b094a76ade7cb1e71bfb39a,Nbe3682eb7b094a76ade7cb1e71bfb39a,,,,,,
328,,Nc64b8cfb376648f7ad04147fee74ac84,Nc64b8cfb376648f7ad04147fee74ac84,,,,,,
329,,Nc680aac2d0f34870823be90ec7d36218,Nc680aac2d0f34870823be90ec7d36218,,,,,,
330,,Nc74c7935f2c547f284e00176d397f6ed,Nc74c7935f2c547f284e00176d397f6ed,,,,,,
331,,Nc7b5862f117b45f1a8c2de7f8e653706,Nc7b5862f117b45f1a8c2de7f8e653706,,,,,,
332,,Ncdc2fab14f7d499ca7b56a2baf20d130,Ncdc2fab14f7d499ca7b56a2baf20d130,,,,,,
333,,Nd112ad92dd4845f9b386304deb79d168,Nd112ad92dd4845f9b386304deb79d168,,,,,,
334,,Nd27750132c2e45cbbf8c86b3c4f64e56,Nd27750132c2e45cbbf8c86b3c4f64e56,,,,,,
335,,Nd3e3414281024cd497c19e0af4a48482,Nd3e3414281024cd497c19e0af4a48482,,,,,,
336,,Nd7b249d8da1848579cd6cfbce11bdc22,Nd7b249d8da1848579cd6cfbce11bdc22,,,,,,
337,,Nda4393e83fb74f8cacf626ae0db679f5,Nda4393e83fb74f8cacf626ae0db679f5,,,,,,
338,,Ndbb9a530529f4335883e644e27bbc62f,Ndbb9a530529f4335883e644e27bbc62f,,,,,,
339,,Ndc43232c38384d2c986079b905b7eedc,Ndc43232c38384d2c986079b905b7eedc,,,,,,
340,,Ndc5fd619bdcd4a3f997cafafbdc8f041,Ndc5fd619bdcd4a3f997cafafbdc8f041,,,,,,
341,,Ndf5841ba1bac4afb8d49af828862c3a5,Ndf5841ba1bac4afb8d49af828862c3a5,,,,,,
342,,Ndf93f2df4b5a4af6ae540d1c1a6b712d,Ndf93f2df4b5a4af6ae540d1c1a6b712d,,,,,,
343,,Ndfb799ef03f24a9a98c609d04adcea8d,Ndfb799ef03f24a9a98c609d04adcea8d,,,,,,
344,,Ne0c876104e63456b8231a25c1e48dfed,Ne0c876104e63456b8231a25c1e48dfed,,,,,,
345,,Ne301efb652d34d6db60fd96042af357f,Ne301efb652d34d6db60fd96042af357f,,,,,,
346,,Ne4a53ad8ef3b44d39daad1ea95e433dc,Ne4a53ad8ef3b44d39daad1ea95e433dc,,,,,,
347,,Ne51fea651abf4c30aa12542a3e7240f2,Ne51fea651abf4c30aa12542a3e7240f2,,,,,,
348,,Ne77b965012c04207bccbe61dc711c012,Ne77b965012c04207bccbe61dc711c012,,,,,,
349,,Neb65d0a7df5047a382e9877ce7e7dbb9,Neb65d0a7df5047a382e9877ce7e7dbb9,,,,,,
350,,Neb6dedb6c96d4444b722a5785f3b9d36,Neb6dedb6c96d4444b722a5785f3b9d36,,,,,,
351,,Nebc516c1dd7f48f6969ad2e948fecb73,Nebc516c1dd7f48f6969ad2e948fecb73,,,,,,
352,,Neea42e54f5324ce4bffc82b140d97907,Neea42e54f5324ce4bffc82b140d97907,,,,,,
353,,Nf03bb0a92b734aa7947926e256432ec7,Nf03bb0a92b734aa7947926e256432ec7,,,,,,
354,,Nf1ef42c2e4e34680853e415a8974f808,Nf1ef42c2e4e34680853e415a8974f808,,,,,,
355,,Nf35e0d0cadb44c678203dbc7cbbf53d4,Nf35e0d0cadb44c678203dbc7cbbf53d4,,,,,,
356,,Nf3f4725d47c447488837ed4e76d5f939,Nf3f4725d47c447488837ed4e76d5f939,,,,,,
357,,Nfbe9168b8356468b9df25ac2fb618cca,Nfbe9168b8356468b9df25ac2fb618cca,,,,,,
358,,Nfcbab734617246c39bf302c33f205169,Nfcbab734617246c39bf302c33f205169,,,,,,
359,,http://viaf.org/viaf/174770715,,http://viaf.org/viaf/174770715,,,,,
360,,http://viaf.org/viaf/176993890,,http://viaf.org/viaf/176993890,,,,,
361,,http://viaf.org/viaf/177421072,,http://viaf.org/viaf/177421072,,,,,
362,,http://viaf.org/viaf/181845272,,http://viaf.org/viaf/181845272,,,,,
363,,http://viaf.org/viaf/182253235,,http://viaf.org/viaf/182253235,,,,,
364,,http://viaf.org/viaf/182695202,,http://viaf.org/viaf/182695202,,,,,
365,,http://viaf.org/viaf/186305801,,http://viaf.org/viaf/186305801,,,,,
366,,http://viaf.org/viaf/192632325,,http://viaf.org/viaf/192632325,,,,,
367,,http://viaf.org/viaf/296512157,,http://viaf.org/viaf/296512157,,,,,
368,,http://viaf.org/viaf/310216967,,http://viaf.org/viaf/310216967,,,,,
369,,96994048,,96994048,,96994048,,,
370,,.. Saixpēros,,.. Saixpēros,,,,,
371,,.. Schakespear,,.. Schakespear,,,,,
372,,.. Shakespear,,.. Shakespear,,,,,
373,,.. Shakespeare,,.. Shakespeare,,,,,
374,,.. Shakspear,,.. Shakspear,,,,,
375,,.. Shakspeare,,.. Shakspeare,,,,,
376,,.. Shakspere,,.. Shakspere,,,,,
377,,... Saixperos,,... Saixperos,,,,,
378,,... Shakespear,,... Shakespear,,,,,
379,,... Shakespeare,,... Shakespeare,,,,,
380,,... Shakspear,,... Shakspear,,,,,
381,,... Shakspeare,,... Shakspeare,,,,,
382,,.uiliam. cekspir,,.uiliam. cekspir,,,,,
383,,Bard of Avon,,Bard of Avon,Bard of Avon,Bard of Avon,,,
384,,Francis Bacon-Shakespeare,,Francis Bacon-Shakespeare,,,,,
385,,G. Shakespeare,,G. Shakespeare,,,,,
386,,Gouilliam Saixpēr,,Gouilliam Saixpēr,,,,,
387,,Guglielmo Shakespeare,,Guglielmo Shakespeare,,,,,
388,,Guglielmo Shakspeare,,Guglielmo Shakspeare,,,,,
389,,Guillaume Shakspeare,,Guillaume Shakspeare,,,,,
390,,Guillem Shakespeare,,Guillem Shakespeare,,,,,
391,,Guillermo Shakespeare,,Guillermo Shakespeare,,,,,
392,,Gulielmus Shakespeare,,Gulielmus Shakespeare,,,,,
393,,Gulielmus Shakesperius,,Gulielmus Shakesperius,,Gulielmus Shakesperius,,,
394,,Gwilherm Shakespeare,,Gwilherm Shakespeare,,,,,
395,,Ouilliam Saixpēr,,Ouilliam Saixpēr,,,,,
396,,Pseudo-Shakespeare,,Pseudo-Shakespeare,,,,,
397,,Saixper,,Saixper,,,,,
398,,Saixpēr,,Saixpēr,,,,,
399,,Saixpēros,,Saixpēros,,,,,
400,,Sakespeiros,,Sakespeiros,,,,,
401,,Schakespear,,Schakespear,,,,,
402,,Schakespeare,,Schakespeare,,,,,
403,,Schekspir,,Schekspir,,,,,
404,,Sekhspír,,Sekhspír,,,,,
405,,Sexpir,,Sexpir,,,,,
406,,Sha-shih-pi-ya,,Sha-shih-pi-ya,,,,,
407,,Sha-ō,,Sha-ō,,,,,
408,,Shackespear,,Shackespear,,,,,
409,,Shaikspīr,,Shaikspīr,,,,,
410,,Shakespear,,Shakespear,,Shakespear,,,
411,,Shakespeare,,Shakespeare,,Shakespeare,Shakespeare,,Shakespeare
412,,Shakespeare (William),,Shakespeare (William),,Shakespeare (William),,,
413,,Shakespeare W,,Shakespeare W,,,,,
414,,Shakespeare'as,,Shakespeare'as,,,,,
415,,Shakespeare'i William,,Shakespeare'i William,,Shakespeare'i William,,,
416,,Shakspear,,Shakspear,,,,,
417,,Shakspeare,,Shakspeare,,Shakspeare,,,
418,,Shakspere,,Shakspere,,,,,
419,,Shakspir,,Shakspir,,,,,
420,,Shashibi,,Shashibi,,,,,
421,,Shashibiya,,Shashibiya,,Shashibiya,,,
422,,Sheg-si-phi-yar,,Sheg-si-phi-yar,,,,,
423,,Sheikusupia,,Sheikusupia,,,,,
424,,Shekspir,,Shekspir,,,,,
425,,Shekspīr,,Shekspīr,,,,,
426,,Sheḳsper,,Sheḳsper,,,,,
427,,Shig-si-phi-ya,,Shig-si-phi-ya,,,,,
428,,Shikspiyar,,Shikspiyar,,,,,
429,,Shikspīr,,Shikspīr,,,,,
430,,Shēkʻspir,,Shēkʻspir,,,,,
431,,Shīkspīr,,Shīkspīr,,,,,
432,,Swan of Avon,,Swan of Avon,Swan of Avon,Swan of Avon,,,
433,,Syeiksŭpʻio,,Syeiksŭpʻio,,,,,
434,,Syeiksǔp‘io,,Syeiksǔp‘io,,,,,
435,,Syeokseupieo,,Syeokseupieo,,,,,
436,,Szekspir,,Szekspir,,Szekspir,,,
437,,Tsikinya-chaka,,Tsikinya-chaka,,,,,
438,,U Shekspir,,U Shekspir,,,,,
439,,U. Sekspir,,U. Sekspir,,,,,
440,,U. Shekspir,,U. Shekspir,,,,,
441,,U. èekspir,,U. èekspir,,,,,
442,,U. Šekspir,,U. Šekspir,,,,,
443,,Uil'jam Šekspir,,Uil'jam Šekspir,,,,,
444,,Uil'âm Šekspir,,Uil'âm Šekspir,,,,,
445,,Uiliam Shekspir,,Uiliam Shekspir,,Uiliam Shekspir,,,
446,,Uiliam Šek'spiri,,Uiliam Šek'spiri,,,,,
447,,Uiliam Šekʻspiri,,Uiliam Šekʻspiri,,,,,
448,,Uiliem Shekspir,,Uiliem Shekspir,,,,,
449,,Uiljam Sjekspir,,Uiljam Sjekspir,,,,,
450,,Uiljam Šekspir,,Uiljam Šekspir,,,,,
451,,Uiljjam Shekspir,,Uiljjam Shekspir,,,,,
452,,Uilliam Saixpēr,,Uilliam Saixpēr,,,,,
453,,Uilyam Şekspir,,Uilyam Şekspir,,Uilyam Şekspir,,,
454,,Uilyam Šekʹspir,,Uilyam Šekʹspir,,,,,
455,,Uilʹi︠a︡m Shekspir,,Uilʹi︠a︡m Shekspir,,,,,
456,,Uilʹjam Šekspir,,Uilʹjam Šekspir,,,,,
457,,Uil‘jam Šekspir,,Uil‘jam Šekspir,,Uil‘jam Šekspir,,,
458,,Uiriamu Sheikusupia,,Uiriamu Sheikusupia,,,,,
459,,Uílliam Saíxpēr,,Uílliam Saíxpēr,,,,,
460,,Uíïlliam Sakespeĩros,,Uíïlliam Sakespeĩros,,,,,
461,,Uïlliam Saixper,,Uïlliam Saixper,,,,,
462,,Uĭlii︠a︡m Shekspir,,Uĭlii︠a︡m Shekspir,,,,,
463,,V Shekspir,,V Shekspir,,,,,
464,,V. Shakespeare,,V. Shakespeare,,,,,
465,,V. Shekspir,,V. Shekspir,,,,,
466,,V. Šekspir,,V. Šekspir,,,,,
467,,V. Šekspira,,V. Šekspira,,,,,
468,,V. Šekspirs,,V. Šekspirs,,,,,
469,,V. Šekspyras,,V. Šekspyras,,,,,
470,,V. Šekspīrs,,V. Šekspīrs,,,,,
471,,V. Šekʹspir,,V. Šekʹspir,,,,,
472,,V.(Vil’i︠a︡m) Shekspir,,V.(Vil’i︠a︡m) Shekspir,,,,,
473,,Veilliyam Šaḳisper,,Veilliyam Šaḳisper,,,,,
474,,Veilliyem Šaḳisper,,Veilliyem Šaḳisper,,,,,
475,,Velyam Şekspir,,Velyam Şekspir,,,,,
476,,Vil' jam Šèkspir,,Vil' jam Šèkspir,,,,,
477,,Vil'jam èekspir,,Vil'jam èekspir,,,,,
478,,Vil'jam Šekspir,,Vil'jam Šekspir,,,,,
479,,Vil'âm Šekspir,,Vil'âm Šekspir,,,,,
480,,Viliam Sekspiri,,Viliam Sekspiri,,,,,
481,,Viliam Šhekspir,,Viliam Šhekspir,,,,,
482,,Viliem Shekspir,,Viliem Shekspir,,,,,
483,,Vilijam Sekspir,,Vilijam Sekspir,,,,,
484,,Vilijam èekspir,,Vilijam èekspir,,,,,
485,,Vilijam Šekspir,,Vilijam Šekspir,,Vilijam Šekspir,,,
486,,Vilijem Šekspir,,Vilijem Šekspir,,,,,
487,,Viliyam Shekspīʼar,,Viliyam Shekspīʼar,,,,,
488,,Viliyam Ṣēkspiyar,,Viliyam Ṣēkspiyar,,,,,
489,,Viljam Sekspir,,Viljam Sekspir,,,,,
490,,Viljamas S̆ekspyras,,Viljamas S̆ekspyras,,,,,
491,,Viljamas Šekspiras,,Viljamas Šekspiras,,,,,
492,,Viljamas Šekspyras,,Viljamas Šekspyras,,Viljamas Šekspyras,,,
493,,Viljams S̆ekspīrs,,Viljams S̆ekspīrs,,,,,
494,,Viljams Šekspīrs,,Viljams Šekspīrs,,Viljams Šekspīrs,,,
495,,Viljem Sekspir,,Viljem Sekspir,,,,,
496,,Viljem S̆ekspir,,Viljem S̆ekspir,,,,,
497,,Viljem èekspir,,Viljem èekspir,,,,,
498,,Viljem Šekspir,,Viljem Šekspir,,,,,
499,,Villiam Shakespeare,,Villiam Shakespeare,,,,,
500,,Villiam Shekspir,,Villiam Shekspir,,,,,
501,,Villiam Šekspir,,Villiam Šekspir,,,,,
502,,Villiyam Ṣēkspiyar,,Villiyam Ṣēkspiyar,,,,,
503,,Vilmos Shakespere,,Vilmos Shakespere,,,,,
504,,Vilyam Šek'spir,,Vilyam Šek'spir,,,,,
505,,Vilém Šekspir,,Vilém Šekspir,,,,,
506,,Vilʹi︠a︡m Shekspir,,Vilʹi︠a︡m Shekspir,,,,,
507,,Vilʹjam S̆ekspir,,Vilʹjam S̆ekspir,,,,,
508,,Vilʹjam Šekspir,,Vilʹjam Šekspir,,,,,
509,,Vil’i︠a︡m Shekspir,,Vil’i︠a︡m Shekspir,,,,,
510,,Vlilliam Shēkʻspʻiyr,,Vlilliam Shēkʻspʻiyr,,,,,
511,,Vylem Šekspyr,,Vylem Šekspyr,,,,,
512,,Vyli︠e︡m Shekspyr,,Vyli︠e︡m Shekspyr,,,,,
513,,Vî-lièn Sâ-sṳ-pí-â,,Vî-lièn Sâ-sṳ-pí-â,,Vî-lièn Sâ-sṳ-pí-â,,,
514,,Vėljams Šekspīrs,,Vėljams Šekspīrs,,Vėljams Šekspīrs,,,
515,,Vīlyām Shikspīr,,Vīlyām Shikspīr,,,,,
516,,W. S,,W. S,,,,,
517,,W. S.,,W. S.,,,,,
518,,W. Shakespear,,W. Shakespear,,,,,
519,,W. Shakespeare,,W. Shakespeare,,,,,
520,,W. Shakespearowy,,W. Shakespearowy,,,,,
521,,W. Shakespere,,W. Shakespere,,,,,
522,,W. Shakspeare,,W. Shakspeare,,,,,
523,,W. Shakspere,,W. Shakspere,,,,,
524,,W. Szekspir,,W. Szekspir,,,,,
525,,W. 세익스피어,,W. 세익스피어,,,,,
526,,W. 섹스피어,,W. 섹스피어,,,,,
527,,W. 셰익스피어,,W. 셰익스피어,,,,,
528,,Wi Shakespeare,,Wi Shakespeare,,,,,
529,,Wi-li-am S'egsi-pe-yar,,Wi-li-am S'egsi-pe-yar,,,,,
530,,Wi. Shakespeare,,Wi. Shakespeare,,,,,
531,,Wil'yam Shex'pir,,Wil'yam Shex'pir,,,,,
532,,Wilhelm Shakespear,,Wilhelm Shakespear,,,,,
533,,Wilhelm Shakespeare,,Wilhelm Shakespeare,,,,,
534,,Wilhelm Shakspear,,Wilhelm Shakspear,,,,,
535,,Wilhelm Shakspeare,,Wilhelm Shakspeare,,,,,
536,,Wiliam Sekspir,,Wiliam Sekspir,,,,,
537,,Wiliam Siksbir,,Wiliam Siksbir,,,,,
538,,Wiliam Sikspir,,Wiliam Sikspir,,,,,
539,,Wiliam Szekspir,,Wiliam Szekspir,,,,,
540,,Wiliam Szekspjr,,Wiliam Szekspjr,,,,,
541,,Wiliam S̆ekhspiri,,Wiliam S̆ekhspiri,,,,,
542,,Wiliam èekspir,,Wiliam èekspir,,,,,
543,,Wiliam èiksbir,,Wiliam èiksbir,,,,,
544,,Wiliam èikspir,,Wiliam èikspir,,,,,
545,,Wiliam Šekspir,,Wiliam Šekspir,,,,,
546,,Wiliyam Šaksbīr,,Wiliyam Šaksbīr,,,,,
547,,Wiljam Shakespeare,,Wiljam Shakespeare,,,,,
548,,Wiljam Szekspir,,Wiljam Szekspir,,,,,
549,,Wiljams Schekspirs,,Wiljams Schekspirs,,,,,
550,,Wiljem Šekspir,,Wiljem Šekspir,,,,,
551,,Wiljām Šekspir,,Wiljām Šekspir,,,,,
552,,Will Shakespeare,,Will Shakespeare,,,,,
553,,Will Shakspere,,Will Shakspere,,,,,
554,,Willelm Scacaspere,,Willelm Scacaspere,,Willelm Scacaspere,,,
555,,Willem Shakspeare,,Willem Shakspeare,,,,,
556,,Willhelm Shakespear,,Willhelm Shakespear,,,,,
557,,Willhelm Shakespeare,,Willhelm Shakespeare,,,,,
558,,William Chakespear,,William Chakespear,,,,,
559,,William Chekchapiyera,,William Chekchapiyera,,,,,
560,,William G. Shakespeare,,William G. Shakespeare,,,,,
561,,William Sakespear,,William Sakespear,,,,,
562,,William Schakespear,,William Schakespear,,,,,
563,,William Schakespeare,,William Schakespeare,,,,,
564,,William Sekspir,,William Sekspir,,,,,
565,,William Shaekespeare,,William Shaekespeare,,,,,
566,,William Shak-Speare,,William Shak-Speare,,,,,
567,,William Shak-speare,,William Shak-speare,,,,,
568,,William Shake-Spear,,William Shake-Spear,,,,,
569,,William Shake-Speare,,William Shake-Speare,,,,,
570,,William Shake-speare,,William Shake-speare,,,,,
571,,William Shakespear,,William Shakespear,,,,,
572,,William Shakespeare,,William Shakespeare,William Shakespeare,William Shakespeare,William Shakespeare,,William Shakespeare
573,,William Shakesperae,,William Shakesperae,,,,,
574,,William Shakespere,,William Shakespere,,,,,
575,,William Shakspear,,William Shakspear,,,,,
576,,William Shakspeare,,William Shakspeare,,,,,
577,,William Shaksper,,William Shaksper,,,,,
